"VisiVite","visivite.com",0,,Eye vitamins/supplements,Online-only DTC. Eye vitamins AREDS formulas. No brand-owned retail locations.
"Thomas Patrick","www.thomaspatrick.com",0,,Jewelry,Online jewelry. Domain could not be verified; no retail locations found.
"Purity Fly Co","purityflyco.ca",1,787500,Fly fishing equipment,1 location Saskatoon. Boutique 1500sqft × $525 general × 1.0 traffic.
"Blue Chic Boutique","www.bluechicboutique.com",0,,Women's apparel,Online-only. Monroe WI. No physical retail storefront.
"Ashka Dymel Studio","ashkadymel.com",0,,Jewelry,Online-only handmade jewelry. Brooklyn studio. No retail locations.
"Don't Use","smol-parts.myshopify.com",0,,Unknown,INELIGIBLE: Test store. Name indicates do not use.
"We Live Cozy","we-live-3067.myshopify.com",1,1050000,Furniture/sectionals,Physical storefront. 1 location. 2000sqft × $525 general × 1.0.
"Words On Wood-Whitby","wordsonwood.net",1,787500,Home decor/handmade signs,1 location 113 Brock St Whitby ON. Boutique 1500sqft × $525 × 1.0.
"MC Tool & Safety","www.mcsales.com",1,1050000,Industrial tools/safety equipment,1 retail showroom Blaine MN. 2000sqft × $525 general × 1.0.
"McD Choices NZ Store","mcdonalds-choicesnz.creata.com",0,,Employee merchandise,INELIGIBLE: Brand-owned employee store. Password-protected McDonald's staff merchandise.
"Control the 'T' Sports","controlthet.com",0,,Racquet sports equipment,Online-only. Squash tennis pickleball gear. No retail locations.
"Centered Jewelry","centeredjewelry.com",0,,Jewelry,Online-only jewelry. Stackable collections. No brand-owned retail.
"The Westerly","the-westerly.com",1,1050000,Apparel/home goods,1 boutique Steamboat Springs CO. 2000sqft × $525 general × 1.0.
"Rancho Hats","www.ranchoclothing.com",0,,Hats/streetwear,Online-only. Mexican-inspired hats. No physical retail.
"Kennie Rylie","www.kennierylie.com",0,,Unknown,Website could not be verified. No retail locations found.
"NIMANY Studio","www.nimany.com",0,,Luxury accessories/jewelry,Online-only. NYC-based. Persian/Middle Eastern motifs. No retail.
"Mid-South Ag. Equipment","shop.midsouthag.com",0,,Agricultural equipment,INELIGIBLE: Wholesale-only. Case IH dealer. B2B agricultural equipment.
"Meister Alpine Racing","www.meisterracing.com",0,,Ski/racing equipment,Minimal web presence. No retail locations found.
"Forbes Shook","www.licensingstore.forbes.com",0,,Licensing/reprints,B2B. Forbes ranking reprints plaques. Not retail.
"FLAVOUR 99","flavourfashion.ca",1,1050000,Streetwear/sneakers,1 location 383 George St Peterborough ON. 2000sqft × $525 × 1.0.
"shop.laboutiquee","shop-laboutiquee.myshopify.com",0,,Women's apparel,Online-only boutique. Dresses. No retail locations.
"Pomp and Port","www.pompandport.com",0,,Apparel/accessories,Online marketplace. Formal wear resort wear. No physical retail.
"Fabrica de Suenos","fabricadesuenos.com.mx",0,,Gift delivery,Online gift delivery Mexico City. No retail storefront.
"Classique Nails Beauty Supply Inc.","www.classiquesupply.com",0,,Beauty/nail supply,Limited info. Likely B2B beauty supply. No retail locations verified.
"Pipeline Games","www.pipelinegames.com",0,,Arcade machines,INELIGIBLE: Wholesale-only. Manufactures arcade machines for placement. B2B.
"3Angeli","3angeli.cl",0,,Unknown,Chile domain. Could not verify business. No retail found.
"Marie Miller Antique Quilts","marie-miller-antique-quilts.myshopify.com",0,,Antique quilts,Online-only. Previously had VT shop; now Sarasota FL. No current retail.
"Thin Brick Company","thinbrickcompany.com",0,,Thin brick veneer,INELIGIBLE: Wholesale-only. B2B construction materials. Dillsburg PA manufacturer.
"Denali Performance Apparel","denaliperformance.com",0,,Sun protection apparel,Online-only. ProtectUV fabric. No retail locations.
"Glassbox Barbershop","glassboxbarbershop.com",6,0,Barber services,6 locations Toronto Hamilton Victoria. Service business; minimal retail.
"heel boy","heelboy.com",2,2100000,Women's footwear,2 locations Kingston and Toronto. 2 × 1500sqft × $700 apparel × 1.0.
"PACE","pacecompany.com.br",1,1575000,Streetwear,1 flagship São Paulo Oct 2024. 2000sqft × $525 × 1.5 high traffic.
"Balmbare","balmbare.com",0,,Skincare/beauty,Limited info. balmbare.com. No retail locations found.
"GoldSilverPawn","goldsilverpawn.myshopify.com",1,1575000,Jewelry/pawn,1 location Las Vegas (Pawn Stars). 2000sqft × $525 × 1.5 high traffic.
"KDB Lashes","kdblashes.com",0,,False eyelashes,Online-only. Pre-launch. No retail locations.
"Barrina led","www.barrina-led.com",0,,LED lighting,Online/Amazon. B2B manufacturer. No brand-owned retail.
"Trading Post","mojave-flea-trading-post.myshopify.com",3,11025000,Marketplace/vintage,3 locations Palm Springs Yucca Valley San Francisco. 3 × 10000sqft × $525 × 0.7.
"The Tiffen Company","tiffen.com",0,,Camera filters,B2B. Professional camera filters. No retail locations.
"Linden Creek | The Shoppe","lindencreekshoppe.com",0,,Unknown,Website could not be verified. No retail locations found.
"Aspen Creative Corporation","aspen-creative.com",0,,Lighting/home décor,Rancho Cucamonga facility. Warehouse/pickup only. No retail storefront.
"Sew Much Nicer, LLC","shop.sewmuchnicer.com",0,,Sewing supplies,Online-only. Bag frames zippers. No retail.
"Greenstar Paperie","greenstarpaperie.com",1,787500,Stationery/gifts,1 location 5226 Main St Downers Grove IL. Boutique 1500sqft × $525 × 1.0.
"MarinaBioLab","order.marinabiolab.com",0,,PCR reagents,INELIGIBLE: Wholesale-only. B2B lab supplies. Sells to laboratories.
"Q Clothier","qclothier.com",11,11550000,Custom menswear,11 boutiques South/Southwest. 11 × 1500sqft × $700 apparel × 1.0.
"VERYSMART","verysmart.ca",0,,Unknown,Canadian domain. Could not verify. No retail found.
"Quality Quest Bikes","qualityquestbikes.com",0,,E-bikes,Online-only. E-bikes e-trikes. No retail locations.
"A Good Used Book","agoodusedbook.com",1,787500,Used books,1 location 307 Glendale Blvd LA. Boutique 1500sqft × $525 × 1.0.
"KOTi New York","kotiny.myshopify.com",1,1050000,Apparel,1 location 65 Orchard St NYC (KOTN). 2000sqft × $525 × 1.0.
"Oasis Implant Academy","oasisimplantacademy.com",0,,Dental education,Not retail. Sells training courses. B2B education.
"Black by Brian Gavin","black.briangavindiamonds.com",1,1875000,Jewelry,1 showroom Houston TX. 1500sqft × $1250 jewelry × 1.0.
