"Poramesa","poramesa.com",0,,"Thai furniture","Online/wholesale Thai furniture. PORA Furniture related. No brand-owned retail locations found."
"Scobo Design LLC","scobodesign.com",0,,"Design/Products","No information found. Likely online-only. No brand-owned retail."
"Spire","spireoutdoor.com",0,,"Outdoor grills","Online-only premium outdoor grills and built-in components. No physical retail."
"Smilyn Wellness","smilynwellness.com",0,,"CBD/Hemp","PROHIBITED: Sells CBD, Delta 8, THC-P, THCA flower, hemp-derived products."
"Nerdz Gaming","nerdzgaming.com",1,787500,"Gaming/Trading cards","1 location Woodstock Ontario. TCG cafe and retail. 1×1500sqft×$525×1.0."
"Distillerie Arsenal Inc.","boutique.distilleriearsenal.com",1,1000000,"Spirits/Distillery","1 location Quebec City. On-site boutique and tasting room. 1×2000sqft×$500×1.0."
"GLORYFIT","gloryfit.com.br",0,,"Fitness equipment","Brazil fitness. LongGlory manufacturer. No brand-owned retail locations found."
"Lynnette Bonner Pacific Lights Bookstore","www.pacificlightsbookstore.com",0,,"Books","Online bookstore. Author Lynnette Bonner. eBooks paperbacks audiobooks. No physical retail."
"Refurbi","refurbi.com.co",1,735000,"Refurbished electronics","1 location Medellin Colombia. Refurbished smartphones. 1×2000sqft×$525×0.7."
"The Mattress Plug","themattressplug.com",1,1050000,"Mattresses","1 location Las Vegas NV. Factory-direct mattresses. 1×2000sqft×$525×1.0."
"Bimotal Inc","bimotal.com",0,,"E-bike conversion kits","Online-only Elevate e-bike motor system. No physical retail."
"Blendid","blendidcollective.com",0,,"Robotic smoothie kiosks","Autonomous kiosks at Walmart/universities. Not brand-owned retail locations."
"The Modern Chemist","themodernchemist.com",4,4200000,"Pharmacy/Retail","4-5 Brooklyn NY locations. Boutique pharmacy with curated retail. 4×2000sqft×$525×1.0."
"Slabhouse x Ballers Bank","slabhouse.com",0,,"Trading cards","Online sports trading cards and breaks. No physical retail."
"Carter Jewelers","carterdiamonds.com",1,1312500,"Jewelry","1 location Vicksburg MS. Diamonds engagement rings watches. 1×1500sqft×$1250×0.7."
"Shift-Tech","shift-tech-carbon.com",0,,"Carbon fiber parts","Online motorcycle/auto carbon fiber parts. No physical retail."
"Steger Mukluks","mukluks.com",2,1470000,"Apparel/Footwear","2 locations Ely MN and Fairbanks AK. Mukluks and outdoor footwear. 2×1500sqft×$700×0.7."
"SweetDress","sweetdress-7888.myshopify.com",0,,"Women's dresses","Online-only dress boutique. No physical retail."
"WinnCompanies Store","winncompanies.myshopify.com",0,,"Corporate merchandise","Property management company branded merch. Online-only. No retail."
"VertiMax","shop.vertimax.com",0,,"Athletic training equipment","Online resistance training equipment. No physical retail."
"Mav & Me Boutique","mavandmeboutique.com",0,,"Apparel/Clothing","Online clothing boutique. Women men kids. No physical retail."
"Glamfoxboutique.com","glamfoxboutique.com",0,,"Accessories","Online bags and accessories. No physical retail locations."
"Skye1204 Gaming Shop","www.skye1204gaming.com",0,,"Gaming accounts","Online gaming accounts and digital products. No physical retail."
"Better Display Cases","www.betterdisplaycases.com",1,735000,"Display cases","1 showroom Ocean Isle Beach NC. Acrylic display cases. 1×2000sqft×$525×0.7."
"BarbaBara","barbabara.com",0,,"Unknown","No information found. No brand-owned retail."
"Joyful Party Co.","www.joyfulparty.co",0,,"Party supplies","Online balloon decor and party supplies. Northwest Arkansas. No physical retail."
"River City Play Systems","www.rivercityplay.com",3,3150000,"Outdoor play equipment","3 showrooms San Antonio area. Swing sets trampolines. 3×2000sqft×$525×1.0."
"Belle & Sac","bellesac.fr",0,,"Unknown","No information found for bellesac.fr. No brand-owned retail."
"VOLTA","voltabeauty.com",0,,"Beauty/Makeup","Online rave makeup. Festival beauty bar only. No traditional retail."
"Evelyne Talman","evelynetalman.com",0,,"Jewelry/Fashion","Online jewelry and fashion. No physical retail."
"La Boite Mystere","laboitemystere.com",1,787500,"Trading cards","1 location Laval Quebec. TCG store Pokemon Magic Yu-Gi-Oh. 1×1500sqft×$525×1.0."
"Antlion Audio","antlionaudio.com",0,,"Audio equipment","Online gaming audio. Sells through Amazon NewEgg. No brand-owned retail."
"GZI Online","store.gloryofzion.org",0,,"Unknown","Religious/organization store. No retail location information found."
"Kentucky Artisan Distillery","jeffersons-bourbon.myshopify.com",1,750000,"Spirits/Bourbon","1 location Crestwood KY. Jefferson's Bourbon distillery gift shop. 1×1500sqft×$500×1.0."
"Free Spirit Shop","free-spirit-shop.com",0,,"Jewelry/Spiritual","Online spiritual jewelry and home decor. No physical retail."
"MAXOAK-Ca","bluetti-ca.myshopify.com",0,,"Power stations","Online BLUETTI portable power. Canadian Shopify. No physical retail."
"DELTA ESSENTIALS!","dst-essentials.myshopify.com",0,,"Unknown","Shopify store. No retail location information found."
"FredCo International","www.thefredco.com",0,,"Furniture","Online furniture and home decor. No physical retail."
"Caceres Auto Repuestos","caceres-auto-repuestos.myshopify.com",0,,"Auto parts","Shopify auto parts store. No brand-owned retail found."
"Perfect Pod","www.perfectpod.com",0,,"Coffee accessories","Sells through Walmart Home Depot. No brand-owned retail locations."
"Mighty Armory","www.mightyarmory.com",0,,"Firearms/Reloading","PROHIBITED: Ammunition reloading equipment and dies. Firearms-related."
"ProSecurityID","www.prosecurityid.com",0,,"Access control","Online RFID proximity cards. Colorado-based. No physical retail."
"Born United Daytona Beach","f73a83-be.myshopify.com",2,2100000,"Apparel/Patriotic","2 Tanger Outlets locations Charleston and North Myrtle Beach. Patriotic apparel. 2×1500sqft×$700×1.0."
"S24","signature24jewelers.com",0,,"Jewelry","Online jewelry. Denver-based. No physical retail."
"Lovestone Clothing","www.lovestoneclothing.com",1,1050000,"Apparel","1 location Huntington Park CA. Women's clothing boutique. 1×1500sqft×$700×1.0."
"Xheight Zone","xheightzone.ca",1,735000,"Indoor recreation","1 location Gander NL. Trampoline and playground facility. 1×2000sqft×$525×0.7."
"Nutrientes VidaLabs","nutrientesvidalabs.com",0,,"Supplements","Online supplements. No physical retail found."
"Tender Seasons","tenderseasons.com",0,,"Unknown","No information found. No brand-owned retail."
"Rio Mobility","riomobility.com",1,1050000,"Mobility equipment","1 warehouse/showroom Berkeley CA. Wheelchair attachments. 1×2000sqft×$525×1.0."
"Motogolf","motogolf.com",0,,"Golf equipment","Online electric golf caddies. No physical retail."
