Wildflower Superfoods,www.wildflowersuperfoods.com,0,,Superfoods/protein powders,Online-only DTC. Organic plant-based superfood blends protein powders herbal teas. No brand-owned retail. Hemp protein is food-grade not CBD.
Eye of Love,www.eyeoflove.com,0,,Pheromone fragrances,Online-only luxury pheromone perfumes colognes. San Diego-based. No brand-owned retail locations.
Friendly Arctic,store.friendlyarcticprinting.com,0,,Screen printing,Wholesale-only. Custom screen printing minimum 50 pieces. B2B Nashville. No brand-owned retail.
Improvia,improviausa.com,0,,Incontinence products,Sells through website Target eBay. No brand-owned retail locations. Medical/health products.
Smol Parts,smolparts.myshopify.com,0,,Bounce house parts,Online-only. Parts for Smol inflatable play equipment. No brand-owned retail.
Atlas Target Works,www.atlastargetworks.com,0,,Shooting targets,PROHIBITED: AR500 steel targets for rifle pistol shotgun. Firearms/weapons accessories.
Ella Blu Boutique,ellabluboutique.com,1,1050000,Apparel,1 store 5410 N Mesa El Paso TX. Women's designer fashion. Boutique 1500sqft × $700 apparel × 1.0 traffic.
Coby Madison,2d8853.myshopify.com,0,,Jewelry,Online fine jewelry diamond pendants. Appointment-based. No brand-owned retail storefront.
Dilly Dally Kids,dillydallykids.ca,1,1050000,Toys,1 store 1161 Commercial Dr Vancouver BC. Creative toy store. 2000sqft × $525 general × 1.0 traffic.
BptParts,www.bptparts.com,0,,Machine parts,Wholesale-only. Bridgeport CNC mill parts. B2B industrial. No brand-owned retail.
Maximum K9 Services,maximumk9service.com,0,,Pet products,Dog training service + online shop. Long Island. No brand-owned retail storefront.
For the Foody's Cookbook,for-the-foodys-cookbook.myshopify.com,0,,Cookbook,Online cookbook sales. No brand-owned retail locations.
JennaKatz,checkout.jennakatz.com,0,,Jewelry,Online-only fine jewelry. Rings earrings pendants. No physical retail.
Palmetto Cards,palmettocards.com,1,787500,Sports cards,1 store 404 W Main St Lexington SC. Trading cards hobby shop. Boutique 1500sqft × $525 × 1.0 traffic.
rockcitykicks - Fayetteville,rockcitykicksfay.myshopify.com,2,2800000,Apparel/Sneakers,2 locations Fayetteville and Little Rock AR. Sneaker store. 2 × 2000sqft × $700 apparel × 1.0 traffic.
Image Supply,www.imagesupply.com,0,,Label supplies,Online-only. Label makers printers. Palm Desert CA. No brand-owned retail.
Stendker Discus USA,stendkerdiscususa.com,0,,Aquarium fish,Online-only discus fish and supplies. Dover DE. No brand-owned retail.
MiiMii Winks,miimiiwinksbeauty.com,0,,Eyelash products,Wholesale-only. USA wholesale lash vendor. B2B beauty. No brand-owned retail.
Havilah & Co.,givehavilah.com,0,,Unknown,No information found for givehavilah.com. No retail locations identified.
Artic Angel,articangel.com,0,,Jewelry,Online-only jewelry. No brand-owned retail locations.
Warrior Sisters,warriorsistersllc.com,0,,Breast cancer products,Online-only. Mastectomy recovery comfort products. No brand-owned retail.
Capital Hardwood and Supply,capitalhardwood.com,1,1050000,Hardwood lumber,1 store Madison WI. Hardwood lumber woodworking. 2000sqft × $525 general × 1.0 traffic.
Roderer Shoe Center,roderershoecenter.com,1,1400000,Footwear,1 store 316 E Stroop Rd Dayton OH. Family shoe store since 1906. 2000sqft × $700 apparel × 1.0 traffic.
POP'N TOYZ,www.popntoyz.com,1,787500,Collectibles,1 store 4509 W Elm St McHenry IL. Funko cards toys. Boutique 1500sqft × $525 × 1.0 traffic.
Fort Worth Shaver,fort-worth-shaver.myshopify.com,0,,Barber supplies,Online/B2B barber grooming supplies. 40+ years. No brand-owned retail store.
Princeton Loonie Bin,realcanadianchoice.ca,1,525000,Food/Dollar store,1 store 248 Bridge St Princeton BC. Loonie Bin bakery. Boutique 1500sqft × $500 food × 0.7 low traffic.
Classic Cycle Okotoks,classiccycleokotoks.com,1,1050000,Bicycles,1 store 106-220 Stockton Ave Okotoks AB. Bike shop. 2000sqft × $525 general × 1.0 traffic.
AZ Electronics,azelectronics.ca,0,,Electronics,Online-only. Car audio DJ equipment. Canada. No brand-owned retail.
Caisses Mixtes,caissesmixtes.com,0,,Unknown,No information found. Domain not verified. No retail locations.
Cape Cod Jewelers,capecodjewelers.com,1,1875000,Jewelry,1 store 366 Main St Hyannis MA. Cape Cod jewelry nautical. Boutique 1500sqft × $1250 jewelry × 1.0 traffic.
memery,memery.us,0,,Unknown,No information found for memery.us. No retail locations identified.
LePrince Charleston Art Galleries,leprince.com,1,1181250,Art,1 gallery 183 King St Charleston SC. Local art. Boutique 1500sqft × $525 × 1.5 high traffic King St.
American Heritage Billiards,www.americanheritagebilliards.com,1,1050000,Game room furniture,1 showroom Evansville IN. Pool tables game room. 2000sqft × $525 general × 1.0 traffic.
Viniesta Wine,viniesta.shop,0,,Wine/Food,Online-only Spanish natural wines. Brooklyn. No brand-owned retail.
Swint's Candy Company,swintscandies.com,2,1500000,Food/Candy,2 stores Milner and Forsyth GA. Gourmet pecan candy. 2 × 1500sqft × $500 food × 1.0 traffic.
Viper Parts Depot,viperpartsdepot.com,0,,Auto parts,Online-only Dodge Viper parts. Springfield MO. No brand-owned retail.
321 Skin Glow,321skinglow.com,0,,Skincare,Online-only medical-grade skincare. No brand-owned retail.
The Whosoevers,www.thewhosoevers.shop,0,,Apparel,Online-only Christian ministry merchandise. No brand-owned retail.
