"Edith James Boutique Beauty Salon & Spa",edithjamesbeauty.com,1,788000,"Beauty/Skincare retail","1 location Marlton NJ. Salon with 250+ retail beauty products. Boutique 1500sqft × $525 general × 1.0 traffic."
"Look Organics",www.lookorganics.com,0,,Organic skincare/wellness,"Online-only certified organic skincare and wellness. No brand-owned retail locations."
"Sassy Craft Creations",sassycraftcreations.com,0,,Custom tumblers/craft,"Online-only. Home craft studio selling sublimated tumblers. No physical retail."
"ATWOOD Industries",www.atwoodindustries.net,0,,Industrial/B2B,"B2B industrial distributor of material handling and power tools. Wholesale model. No brand-owned retail."
"Shop Denison University",shop.denison.edu,1,1450000,"University apparel/gifts","1 bookstore at Slayter Hall Granville OH. 2000sqft × $725 apparel × 1.0 traffic."
"Crew Dog",crew-dog.com,0,,College apparel,"Sells to 50+ third-party retailers. No brand-owned retail. Online and wholesale only."
"Kids Clothing Cottage",kidsclothingcottage.ca,1,761000,"Children's apparel","1 boutique North West Regina SK. 1500sqft × $725 apparel × 0.7 low traffic."
"JDR Grad Supplies",jdrgrad.com,0,,Graduation supplies,"Online graduation supplies class rings letter jackets. School partnerships. No physical retail."
"Basicality",www.basicality.com,0,,Designer apparel,"Online-only designer clothing. Ulla Johnson Freecity Nili Lotan. No brand-owned retail."
"LKB CUSTOM DESIGNS",lkbcustomdesigns.com,0,,Custom design,"Online custom design. Domain may be custom apparel or promotional. No brand-owned retail found."
"Undaunted Ultimate Survival Gear LLC",undauntedultimatesurvivalgear.com,0,,Survival/emergency gear,"Online-only survival kits and emergency supplies. No physical retail locations."
"Whispering Pages France",whisperingpages-francais.com,0,,Books/Publications,"Limited info. May be low-content books/journals. No brand-owned retail found."
"Old Mill of Guilford",oldmillofguilford.com,1,700000,"Grain/food products","1 location Oak Ridge NC. Mill store with grits flour mixes. 2000sqft × $500 food × 0.7 low traffic."
"The Hoverball",thehoverball.com,0,,Flying toy,"Online-only flying toy ball. Sells through website and third-party retailers. No brand-owned retail."
"Pearl Pop",www.pearlpop.com,0,,Pearl jewelry,"Online pearl jewelry. No brand-owned retail locations found."
"FCDLabels",fcdlabels.com,0,,Industrial labels/signage,"Online industrial labels placards aluminum signs. Redlands CA warehouse. No retail storefront."
"Torchlight Games and Hobbies",torchlightgh.com,1,1050000,"Tabletop games/hobbies","1 store Burlington ON. 2000sqft × $525 general × 1.0 traffic."
"12345 Clothing",12345-clothing.com,0,,Children's apparel,"Online multi-brand children's clothing. Calvin Klein Polo Levi's. No physical retail."
"SHOP THE MERC",shopthemerc.com,1,1088000,"Women's apparel","1 boutique Lincoln NE. 1500sqft × $725 apparel × 1.0 traffic."
"Spoiled Lips",www.spoiledcosmetics.com,0,,Cosmetics,"Online cosmetics liquid lipsticks eyeshadows lashes. Subscription options. No brand-owned retail."
"Sassy Grace/Southern Gent",www.sassygracesoutherngent.com,1,761000,"Apparel boutique","1 location Jackson TN. 1500sqft × $725 apparel × 0.7 low traffic."
"Toploft",toploft-clothing.myshopify.com,0,,Apparel,"Online women's apparel. Shopify store. No brand-owned retail locations."
"Bible Nerd Shop",shop.biblenerdministries.com,0,,Christian merchandise,"Online Christian apparel Bible study materials. Bible Nerd Ministries. No physical retail."
"INJECTORS CHOICE",injectorschoice.com,0,,Automotive fuel injectors,"Online automotive fuel injector parts. No brand-owned retail locations found."
"ICAM Institute of Amarillo",774009.myshopify.com,0,,Education merchandise,"Educational institute Shopify store. Amarillo TX. No brand-owned retail."
"eMpulse Clothing Line",empulseline.com,0,,Sustainable apparel,"Online upcycled sustainable clothing. Pop-up events only. No permanent retail."
"Mavric Electric Cycles",www.mavricbikes.com,0,,E-bikes,"Sells through dealer network (Flagstaff Peoria San Diego). No brand-owned retail locations."
"Craze Outdoors",crazeoutdoors.com,1,1050000,"Outdoor gear","1 store Calgary AB. Camping hiking tools. 2000sqft × $525 general × 1.0 traffic."
"My Store",0hzjdg-6p.myshopify.com,0,,Unknown,"Generic Shopify development/test store. No brand-owned retail."
"Lily Boutique",lily-boutique.com,1,1088000,"Women's apparel","1 boutique Camas WA. 1500sqft × $725 apparel × 1.0 traffic."
"SOLM",www.solm.co.uk,0,,Unknown,"UK domain. Limited info. No brand-owned retail locations found."
"Marea PR",mareapr.com,1,,Tobacco,"PROHIBITED: Smoke and tattoo shop Rio Piedras PR. Sells tobacco products. Ineligible."
"LanusDrone",lanusdrone.com,0,,Drones,"Online drone retailer. 4K 8K drones. No brand-owned retail locations."
"Ro-Tique Boutique",rotiqueboutique.com,0,,Apparel,"Limited info. Online boutique. No brand-owned retail locations found."
"DecorLane",www.decorlane.com,0,,Home decor,"Online luxury home decor lighting bedding. No physical retail locations."
"VerboBuds",verbobuds.com,0,,Audio/earbuds,"Online translation earbuds and smart glasses. No brand-owned retail."
"Good Morrow Co",goodmorrowco.com,0,,Unknown,"Limited info. No brand-owned retail locations found."
"toners.ca",www.toners.ca,0,,Printer ink/toner,"Online Canadian toner and ink retailer. No physical retail locations."
"Amber Products Store",store.amberproducts.com,0,,Skincare/aromatherapy,"Online skincare and aromatherapy. 5 decades experience. No brand-owned retail."
"Clean Lids Club",cleanlidsclub.com,0,,Eyelid cleaning tech,"Online NuLIDS eyelid cleaning technology. No physical retail."
"Dakota Safe Company",dakotasafecompany.com,0,,Safes/fire-rated,"Online fire-rated safes and pistol boxes. No brand-owned retail locations."
"MaxiClimber",maxiclimber.com,0,,Fitness equipment,"Online vertical climber. Also on Amazon. No brand-owned retail."
"Fittings Inc.",fitandcp.com,0,,Beverage fittings,"B2B stainless steel beverage fittings for breweries. No brand-owned retail."
"Nerd Street Games",nerdstreetgames.com,5,5250000,"Gaming/esports venues","5 Localhost locations: Philadelphia LA Bakersfield Fullerton Denver. 5×2000sqft×$525×1.0"
"IMGadgets",www.imgadgets.com,0,,Tech gadgets,"Online smart gadgets standing desks audio. No brand-owned retail."
"Farmgate Cider",farmgatecider.ca,1,525000,"Craft cider","1 tasting room/bottle shop Arnprior ON. 1500sqft × $500 food × 0.7 low traffic."
"Divas On A Dime Boutique",divasonadimeboutique-nicole.com,0,,Family apparel,"Online boutique. Nicole Moore. Central Arkansas. No physical retail."
"Weefers",weefers.com,0,,Unknown,"Limited info. No brand-owned retail locations found."
"SwindellSpeedLab",swindellspeedlab.com,0,,Racing merchandise,"Online racing apparel and merchandise. No brand-owned retail."
"Apex Domestic",apexdomestic.com,0,,Unknown,"Limited info. No brand-owned retail locations found."
