"ShopPapori.com",shoppapori.com,0,,Women's apparel/accessories,"Online-only women's fashion retailer. Dresses tops accessories. No brand-owned retail locations."
"Harry's Army Surplus",harrysarmysurplus.net,1,1400000,Tactical/work apparel,"1 store 2050 N Telegraph Rd Dearborn MI. Military surplus tactical clothing boots. No firearms. Standard 2000sqft × $700 apparel × 1.0 traffic."
"Teddy",teddy.com,0,,Children's books,"Online-only children's book retailer. Illustrated books. No brand-owned retail locations."
"Live Lean Meals",liveleanmeals.com,0,,Meal delivery,"Meal delivery service Miami Dade FL. No physical retail. Delivery-only model."
"Abysse Australia",abysseofficial.com.au,1,1575000,Swimwear/activewear,"1 store Shop 10 Byron Bay NSW. Sustainable swimwear wetsuits. Boutique 1500sqft × $700 apparel × 1.5 high traffic."
"Rise Merchandise",shop.risebiscuitschicken.com,26,9100000,Restaurant merch/apparel,"26 Rise Biscuits & Chicken restaurant locations sell merch. Apparel hats drinkware. 26 × 500sqft × $700 × 1.0."
"TotalRecovery.com",totalrecovery.com,0,,Wellness equipment,"Online-only saunas cold plunges red light therapy. DTC. No brand-owned retail."
"MFJ Enterprises Inc",mfjenterprises.com,0,,Amateur radio equipment,"Dealer network only. Sells through Ham Radio Outlet etc. No brand-owned retail. Wholesale-only distribution."
"Biondivino",biondivino.com,1,787500,Wine,"1 store 1415 Green St San Francisco CA. Italian wine boutique. Boutique 1500sqft × $525 general × 1.0."
"Outlet21 For Men",outlet21formen.com,0,,Men's apparel,"Limited search results. Domain appears online-only. No brand-owned retail locations found."
"Pranarom FR",pranarom.fr,0,,Essential oils/aromatherapy,"French e-commerce. Essential oils sold through third-party retailers. No brand-owned retail."
"Legacy Furniture & Mattress (CA)",legacyfurnitureredding.com,1,735000,Furniture/mattresses,"1 store 30 Lake Blvd Redding CA. Furniture mattresses. Standard 2000sqft × $525 × 0.7 low traffic."
"Tough Duck",toughduck.com,0,,Workwear,"Wholesale-only. Sells through Walmart Tractor Supply Grainger etc. No brand-owned retail."
"Nechamit's Treats",nechamitstreats.com,0,,Kosher baked goods,"Online bakery with Skokie IL pickup. No formal retail store."
"Cracked Polish",crackedpolish.com,0,,Nail polish,"Online-only indie nail polish. 165+ shades. No brand-owned retail."
"FUELL-EU",fuell.eu,0,,Electric motorcycles/e-bikes,"Online DTC. Electric motorcycles e-bikes. European operations. No brand-owned retail."
"Sauvie Island Coffee",sauvieislandcoffee.com,0,,Coffee,"Sold Beaverton cafe 2025. Online + farm stands/grocery. No brand-owned retail."
"Wilkuro",us.wilkuro.com,0,,Unknown,"Limited search results. No brand-owned retail locations found."
"Kiwi Breaching Products LLC",kiwibreaching.com,0,,Tactical breaching equipment,"PROHIBITED: Weapons/tactical breaching equipment for law enforcement military. Breaching kits windshield cutters."
"Nugget Theatre",nuggettheatre.myshopify.com,1,1050000,Movie theater/merch,"1 location 57 S Main St Hanover NH. Movie theater with gift shop. Standard 2000sqft × $525 × 1.0."
"Old Heritage Garden Center",old-heritage-garden-center.myshopify.com,1,735000,Garden center,"1 store 14189 VFW Rd Pekin IL. Plants hardgoods landscape. Standard 2000sqft × $525 × 0.7."
"Meylora",meyloralashes.com,0,,Magnetic eyelashes,"Online-only magnetic lashes. Sells via website Amazon. No brand-owned retail."
"Haiti Fair Trade Its Cactus",haiti-faire-trade-its-cactus.myshopify.com,1,551250,Haitian metal art,"1 store Salinas CA. Handmade Haitian metal art home decor. Boutique 1500sqft × $525 × 0.7."
"Chakrubs",chakrubs.com,0,,Adult products,"PROHIBITED: Crystal sex toys intimate wellness. Pornography category."
"James Blake",jamesblake.store,0,,Musician merchandise,"Online-only. Music vinyl merch for James Blake. No brand-owned retail."
"Muskoka Roastery Coffee Co.",www.muskokaroastery.com,1,750000,Coffee,"1 showroom 8 Crescent Rd Huntsville ON. Coffee roastery. Boutique 1500sqft × $500 food × 1.0."
"FaceOff Cloth",faceoffcloth.com,0,,Beauty/makeup remover,"Online-only reusable makeup remover cloth. Sells via website Birchbox. No brand-owned retail."
"Ong Tien Linh Chi",ongtienlinhchi.com,0,,Vietnamese health products,"Online e-commerce. Limited info. No brand-owned retail found."
"Odelia's Home",odeliashome.com,0,,Home decor/gifts,"Online home decor gifts. No physical retail locations found."
"Mercado Merch",athletics-mercado.store,0,,Athletics apparel,"Online merch for Athletics youth teams. No brand-owned retail."
"Cameron's Seafood",www.cameronsseafood.com,8,8000000,Seafood,"8 locations MD and PA. Seafood markets takeout. 8 × 2000sqft × $500 food × 1.0."
"Grandmix",grandmix.store,0,,Unknown,"Limited search results. No retail info found."
"La Aurora USA",www.laaurora.com,0,,Cigars,"PROHIBITED: Tobacco. Cigar manufacturer/retailer. Dominican cigars."
"HeyBubu",heybubuofficial.com,0,,Labubu collectibles,"Online-only Labubu merchandise. No brand-owned retail."
"Shapiro-Davis Inaugural Store",shapirodavis.myshopify.com,0,,Political merchandise,"One-time inaugural merch for PA Gov Shapiro 2023. No ongoing retail."
"Bryke Racing",www.bryke.com,2,1470000,Racing/auto parts,"2 stores Lincoln AR and Van Buren AR. Racing supplies. 2 × 2000sqft × $525 × 0.7."
"NUTRIVITA",nutrivita.com,0,,Supplements,"Online supplements. Protein bird's nest black garlic. No brand-owned retail."
"LuxxeMx",luxxemx.com,2,2100000,Footwear/accessories,"2 stores León Guanajuato and Mexico City. Premium footwear. 2 × 1500sqft × $700 × 1.0."
"O-Shot Women",oshotwomen.com,0,,Intimate wellness,"PROHIBITED: CBD/hemp arousal oil. Intimate wellness products with hemp."
"FULL OUT Music Productions Custom",fulloutmusicproductions.com,0,,Cheerleading music,"Music production service. Custom premade cheer mixes. No retail."
"The Pond Hockey Club",the-pond-hockey-club.myshopify.com,1,1400000,Hockey facility/merch,"1 location Austin TX 10000sqft facility. Hockey training + merch. 2000sqft retail × $700 × 1.0."
"ROCKBROS-FR",rockbrosbike.fr,0,,Cycling accessories,"Online cycling gear. European e-commerce. No brand-owned retail."
"Fixxr Formulas",betterlifedoctor.com,0,,Supplements,"Online thyroid hormone supplements. Dr. Amie Hornaman. No brand-owned retail."
"Simiron",shop.simiron.com,0,,Unknown,"Limited search results. No retail info found."
"East West Futons",eastwestfutons.com,1,1050000,Furniture/futons,"1 showroom Toronto ON. Futons natural mattresses. Standard 2000sqft × $525 × 1.0."
"TruSkin Shop",truskin-shop.myshopify.com,0,,Skincare,"Online skincare. Sells via Shopify Amazon Walmart. No brand-owned retail."
