City Balloons Dallas,cityballoonsdallas.com,1,787500,Party balloons/General,"1 showroom Dallas TX Design District. Retail and wholesale. 1×1500sqft×$525×1.0"
Golfball Monster,golfballmonster.com,1,787500,Used golf balls/General,"1 store Maryville TN. 1×1500sqft×$525×1.0"
Humblemaker Coffee Co,humblemaker.coffee,3,3375000,Food/Coffee,"3 cafes: Seal Beach Ventura Los Angeles CA. 3×1500sqft×$500×1.5"
Combatbet,combatbet.com,0,,Custom challenge coins,"Online-only custom challenge coins for military/LE. No physical retail. Not gambling."
AY Flowers LLC,ayflowers.com,1,787500,Flowers/Florist,"1 location Glendale CA. 1×1500sqft×$525×1.0"
CIBONE O'TE,cibone-us.com,1,1181250,Lifestyle/Home,"1 store Brooklyn NY. Japanese ceramics home fragrance. 1×1500sqft×$525×1.5"
Teddy and Lu,teddyandlu.com,1,1050000,Children's apparel,"1 boutique Charlotte NC. 1×1500sqft×$700×1.0"
fuell-eu-sellers,fuell-eu-sellers.myshopify.com,0,,E-bikes/Electric mobility,"Online-only EU e-bike retailer. No brand-owned retail locations."
Rockteez Apparel,rockteezapparel.com,0,,Band merchandise/Apparel,"Online-only licensed band t-shirts. Grand Rapids MI. No physical retail."
VinoCheepo,vinocheepo.com,0,,Wine,"Online wine club and retailer. No physical retail locations."
Lakai Limited,www.lakai.com,0,,Skateboarding footwear,"Sells through skateshop network. Brand-owned stores are international (UK Philippines). No US brand retail."
VALURE LV,valurelv.com,0,,Collectible plushies,"Online-only limited edition plushies. No physical retail."
SKYDOG,skydogjewelry.com,0,,Jewelry,"Online handcrafted jewelry Laguna Beach. Appointment-based. No confirmed physical retail store."
TheFreshener.com,thefreshener.com,0,,Custom air fresheners,"Online-only personalized car air fresheners. No physical retail."
MODALIER,modalier.com,0,,Women's apparel,"Online-only women's clothing multiway dresses. No physical retail."
Beauty Barber Store - USA,beautybarberstore.com,0,,Beauty supplies,"Online-only beauty and barber supplies. No physical retail locations."
