"Avanternity","avanternity.com",0,,"Jewelry/Fashion","Online retailer; minimal indexed info; no physical locations found; eligible"
"Body By Lorality","bodybylorality.com",0,,"Apparel/Medical","Post-operative compression garments and body shaping; online retail with treatment sessions; no brand-owned retail; eligible"
"REAL COLLECTION AU","www.realcollection.com.au",0,,"Apparel","Australian athleisure wear; online only; eligible"
"The Melton Company","meltoncandlecompany.com",1,"787500","Home/General","Handcrafted candles; 1 retail location per store locator; 1500sqft boutique; general $525/sqft; medium traffic"
"Brow Lounge","shop.browlounge.net",1,"945000","Beauty/General","Brow and beauty salon La Jolla CA; 1 location; services + retail; 1500sqft; general $525/sqft; high traffic 1.5x"
"Tillman Tools LLC","tillmantools.com",0,,"Tools","Specialty automotive/tool retailer; online only; eligible"
"Poppington's Gourmet Popcorn","poppingtons.com",1,"750000","Food","Gourmet popcorn; 1 retail at 30 S Main St Greenville SC; 1500sqft; food $500/sqft; medium traffic"
"Auto Mafia Racing","automafiaracing.com",1,"735000","Automotive/General","Performance parts; 1 shop Billings MT; 2000sqft; general $525/sqft; low traffic 0.7x"
"CinnamonSticks Designs","www.cinnamonsticksdesigns.com",1,"2475000","Jewelry","Handmade jewelry boutique Redlands CA; 1 location; 1500sqft; jewelry $1375/sqft; high traffic downtown 1.2x"
"Pranarom ES","www.pranarom.es",0,,"Wellness","Essential oils and aromatherapy; online/DTC; no brand-owned retail; eligible"
"JLab France","fr.jlab.com",0,,"Electronics","Headphones and earbuds; online only; sold through third-party retailers; eligible"
"HoopsKing","hoopsking.com",0,,"Sports","Basketball equipment retailer; online only; eligible"
"CISC Steel Store","steelstore.cisc-icca.ca",0,,"B2B/Education","Technical publications and steel design courses; B2B; not consumer retail; eligible"
"My Sticky Little Secret","www.mystickylittlesecret.com",0,,"Beauty","Wig application and maintenance products; online only; eligible"
"JSOutfitter","jsoutfitter.com",0,,"Outdoor/Apparel","Hunting blinds and outdoor apparel; online only; eligible"
"Greentree Home Candle","www.greentreehomecandle.com",0,,"Home","Beeswax candles; online + retail partners; no brand-owned stores; eligible"
"Magic Medical","www.magicmedical.com",0,,"Medical","Incontinence and medical supplies; online only; eligible"
"FORM UK","uk.formswim.com",0,,"Sports","Smart swim goggles; online only; sold through dealers; eligible"
"Gifts with Vision","giftswithvision.ca",0,,"Charitable","United Church of Canada gift catalogue; charitable giving; not retail store; eligible"
"Ferro & Company Watches","www.ferrowatches.com",0,,"Jewelry","Vintage-style watches; online only; eligible"
