"The L'ANZA Shop",thelanzashop.com,0,,Hair Care,"Online-only; sells through Ulta Amazon Dillard's third parties; no brand-owned retail"
"Cooks on Main",cooksonmain.com,1,$1050000,Kitchen/Food,"1 store Williston ND; kitchen specialty store; 2000 sqft × $525/sqft × 1.0x medium traffic"
"PantyPromise",www.pantypromise.com,0,,Lingerie,"Online-only; organic cotton underwear; retail partners page exists but no brand-owned stores"
"INHProfessional",inhprofessional.com,0,,Hair Extensions,"INELIGIBLE: Wholesale-only; professional stylist login required; no retail"
"Fat Kid Mafia",fatkidmafia.com,0,,Apparel,"Online-only; store currently closed; no physical retail"
"Artefacto",objetos.artefacto.io,0,,Furniture/Home,"Online; Artefacto furniture/objects; objetos subdomain limited info; no brand-owned retail confirmed"
"Discount Spearshafts",discountspearshafts.com,0,,Spearfishing Equipment,"Online-only; spearfishing shafts; no physical retail found"
"Lux Grilling Company",www.luxgrilling.com,0,,Grills,"Online DTC only; LUX Precision Fire Grills; made in Arkansas; no retail locations"
"Cascada Showers",cascadashowers.com,0,,Bathroom Fixtures,"Online-only; luxury shower systems LED panels; no physical retail"
"Mirachi Life",www.mirachilife.com,0,,Unknown,"Limited info; mirachilife.com not clearly identified; assumed online-only"
"pullstuds",pullstuds.net,0,,Industrial/CNC,"Online B2B; CNC pull studs retention knobs; industrial tooling; no retail"
"Inus Home USA",theinushome.com,0,,Home/Bidet,"Online-only; bidet fixtures bathroom products; no physical retail"
"TBRCANADA",tbrcanada.com,0,,Racing/Motorsports,"Online-only; Two Brothers Racing Canada; no brand-owned retail"
"Stele",stele.nyc,2,$2160000,Fragrance,"2 stores NYC Nolita 179 Mott + Williamsburg 339 Bedford; niche perfume boutique; 2 × 1500 sqft × $600 × 1.2x high traffic"
"Monarch Hunting Products",deerfeeder.com,1,$945000,Hunting Equipment,"1 location Alvarado TX; deer blinds feeders; 2000 sqft × $525 × 0.9x"
"Top Rudder Gear",toprudderaircraft.com,0,,Aviation,"Online-only; ultralight aircraft parts merch; no physical retail"
"Wylder Trading Co.",www.wyldertrading.co,0,,Apparel,"Online-only; western-boho clothing; ethical fashion; no physical retail"
"Deshka Landing Outdoor Association LLC",507812.myshopify.com,1,$350000,Outdoor/Fishing,"1 small store at boat launch Willow AK; facility store; ~1000 sqft × $500 × 0.7x low traffic"
"Molly Oliver Flowers",mollyoliverflowers.com,0,,Flowers,"Online/subscription; pickup at partner locations; studio by appointment only; no brand-owned retail"
"The Red Caboose",shoptheredcaboosewv.com,1,$900000,Gifts/Artisan,"1 store Huntington WV Heritage Station; artisan gifts Blenko glass; 1500 sqft × $600 × 1.0x"
"InFocus Canada",www.infocuscanada.ca,0,,Apparel/Scarves,"Online-only; recycled bottle scarves; sustainable fashion; no physical retail"
"Sofance",sofance.com,0,,Unknown,"Limited info; sofance.com not clearly identified; assumed online-only"
"GreenTree",www.greentreegardensupply.com,1,$1050000,Garden Supply,"1 store Ithaca NY; hydroponic garden supply bio365 soils; 2000 sqft × $525 × 1.0x"
"Gillies Coffee",gilliescoffee.com,1,$1200000,Coffee,"1 store Brooklyn NY 150 19th St; specialty coffee since 1840; 2000 sqft × $500 × 1.2x high traffic"
"The World Pog Federation Official Store",pogunlimited.com,0,,Collectibles,"Online-only; POG hobby boxes; Snuffies MT is authorized retailer not brand-owned; 0 locations"
