Candles4Less,candles4l.myshopify.com,0,,Candles/home fragrance,Online-only e-commerce. San Diego HQ. Sells candles and candle holders. No brand-owned retail locations.
INNEDIT,inneditclub.com,0,,Unknown,Could not find retail locations. Appears to be online-only. No brand-owned stores found.
Birdie Bean,birdiebean.com,0,,Kids apparel,Birdie Bean has store locator for retail partners. Sells kids clothing. No brand-owned retail locations found.
Verse Fitness,verse.fit,0,,Fitness equipment,Online-only. Sells foldable portable fitness equipment (Agile Rack). No physical retail stores.
Pegasus Coffee,pegasuscoffee.com,2,1500000,Food/Coffee,2 brand-owned locations: Seattle (Dexter Horton) and Bainbridge Island. 2 × 1500sqft × $500 food × 1.0 = $1.5M.
Daves Mattress & Furniture,davesmattressandfurniture.com,1,1050000,Furniture,1 location Norwich CT. Mattresses and furniture. 1 × 2000sqft × $525 general × 1.0 = $1.05M.
Cuck In Chastity,cuckinchastity.com,0,,Adult products,PROHIBITED: Sells chastity cages and adult apparel. Pornography/adult products. Online-only.
WATERSANDSTONE,watersandstone.com,0,,Unknown,Could not confirm brand-owned retail. Similar names (Waterstone Faucets) use dealer network. No brand-owned stores found.
A Little Wyld,alittlewyld.com,0,,Kids clothing/gifts,Online boutique Delray Beach FL. Children's clothing and home décor. No physical retail locations.
Lola Chiq Boutique,lolachiq.com,1,1050000,Apparel,1 location West Palm Beach FL (3240 S. Dixie Hwy). Women's boutique. 1 × 1500sqft × $700 apparel × 1.0 = $1.05M.
Morton James,mortonjamesboutique.com,2,2100000,Apparel,2 locations Lexington KY (Chevy Chase and Summit at Fritz Farm). Apparel boutique. 2 × 1500sqft × $700 × 1.0 = $2.1M.
Brothers Desserts,brothersdesserts.com,2,1500000,Food,2 locations: LA (358 W 38th St) and San Francisco (60 Morris St). Desserts and baked goods. 2 × 1500sqft × $500 food × 1.0 = $1.5M.
MATCH Made in Italy,match1995.com,0,,Pewter/home goods,Italian pewter brand. Sells through authorized retailers via store locator. No brand-owned retail.
FDA Solutions Group,fdasolutionsgroup.com,0,,FDA consulting,Services firm for FDA compliance (food supplements medical devices cosmetics). Not retail. Online/consulting only.
FORM Mexico,formswim.mx,0,,Swim goggles,Smart swim goggles sold through Apple Stores and dealers. formswim.com domain. No brand-owned retail.
OYF Warehouse,warehouse.oxygenyogaandfitness.com,0,,Activewear,Online store for Oxygen Yoga & Fitness merchandise. OYF has 100+ studios but no brand-owned retail stores.
PowerPlay Pickleball,powerplaypb.com,1,1050000,Sports/Pro shop,1 location Carson CA. Indoor pickleball club with pro-shop. 1 × 2000sqft × $525 × 1.0 = $1.05M.
Prosperity Market,www.prosperitymarketla.com,0,,Farmers market,Mobile and virtual farmers market. Pop-up trailer at events. No permanent retail locations.
Nursing Gems,nursinggems.com,0,,Nursing study materials,Online-only. Sells nursing study notes flashcards exam prep. No physical retail.
Miss Tosh,misstosh.com,0,,Unknown,Could not find retail information. Appears online-only. No brand-owned stores found.
axysrotary,axysrotary.com,0,,Body jewelry/piercing,Products sold through 5th Avenue Studio Supply and dealers. No brand-owned retail locations.
ROCKBROS-ES,rockbroses.myshopify.com,0,,Bike accessories,ROCKBROS Spain e-commerce. ROCKBROS Australia has Melbourne store but -ES is separate. No brand-owned retail for this entity.
Snappy JLab,snappy-jlab.myshopify.com,0,,Unknown,Shopify store. JLab Audio sells through retailers but Snappy JLab appears separate. No brand-owned retail found.
