"Tropical Teacups",tropicalteacups.com,0,,Apparel/merchandise,Online-only. Sells celebration-themed t-shirts and crewnecks. No brand-owned retail locations found.
"Mujer Virtuosa Boutique",mujervirtuosaboutique.com,0,,Apparel/Modest clothing,Online-only. Christian modest women's clothing. Helotes TX is HQ/fulfillment not retail. No brand-owned stores.
"Protech Allergies",protechallergies.com,0,,Allergy products,Online-only Quebec retailer. Mattress covers air purifiers dust mite products. No physical retail.
"Luvente",luvente.com,0,,Jewelry,Online jewelry brand. Appears on Trejours rental marketplace. No brand-owned retail locations found.
"La Fiorentina",lafiorentina.com,0,,Apparel/Accessories,Luxury wraps scarves outerwear. Family-owned Florence brand. Online-only. No physical retail.
"KaleidoscopesToYou",kaleidoscopestoyou.com,1,787500,General/Gifts,1 retail gallery Manly IA since 1982. 1 × 1500sqft × $525 general × 1.0 = $787,500.
"Captify",captify.glass,0,,Electronics/Smart glasses,Online-only. Captioning glasses for deaf/hard of hearing. No brand-owned retail.
"The Zaibai",www.thezaibai.com,0,,Apparel/Pakistani designer,Online-only. Pakistani designer ready-to-wear. No physical retail.
"SOMEWHERE",somewhereofficial.com,2,2800000,Apparel,Premium DC retailer. 2 locations Navy Yard and Union Market. 2 × 2000sqft × $700 apparel × 1.0 = $2.8M.
"DERU CATERING",derucatering.com,1,750000,Food/Catering,1 location Kirkland WA with DERU MARKET dine-in. 1 × 1500sqft × $500 food × 1.0 = $750,000.
"Folds of Honor",store.foldsofhonor.org,0,,Apparel/Charity merch,Online-only. Military/first responder charity merchandise. No brand-owned retail.
"Youzey",www.youzey.com,0,,Unknown,Website not found in search. No brand-owned retail locations found.
"The Legging Lass",thelegginglass.com,0,,Apparel/Leggings,Online-only. Password-protected store. No physical retail.
"Colibri Fundraising",colibrifundraising.com,0,,Fundraising products,Online-only. Eco-friendly reusable bags for school fundraisers. No brand-owned retail.
"Audeze",www.audeze.com,0,,Electronics/Headphones,Brand-owned DTC. Premium headphones. Sells through dealers. No brand-owned retail stores.
"SRC MOTO",www.srcmoto.com,0,,Motorcycle accessories,Online-only. Adventure motorcycle aftermarket parts. No physical retail.
"Bravios",www.bravios-usa.com,0,,Home/Architectural,Online-only. Mailboxes house numbers lighting. European design. No physical retail.
"Wood And Oils",woodandoils.com,0,,Wellness accessories,Online-only. Essential oil storage rollers diffuser jewelry. No physical retail.
"Floating Leaves Tea",floatingleaves.com,1,750000,Food/Tea,1 location Seattle Ballard. Taiwanese tea importer. 1 × 1500sqft × $500 food × 1.0 = $750,000.
"Leaf The Label",leafthelabel.com,1,1050000,Apparel,1 brick-and-mortar Wake Forest NC. Women's fashion boutique. 1 × 1500sqft × $700 apparel × 1.0 = $1,050,000.
"Kinnex Dolls",kinnex.com,0,,Collectibles/Dolls,Online-only. 25 years. Collectible dolls. Amazon + wholesale. No brand-owned retail.
"droland miller",drolandmiller.com,0,,Unknown,Website not found in search. No brand-owned retail locations found.
"KO ELIXIR",koelixir.com,0,,Skincare,Online-only. Vegan body confidence skincare. Cellulite stretch mark products. No physical retail.
"Employee Sale",goldcoastsale.com,0,,Unknown,Website not found in search. No brand-owned retail locations found.
"Shoppe Ekam",shoppe.ekamyp.com,0,,Apparel/Lifestyle,Online-only. Connected to The Studio. Apparel accessories wellness. No physical retail.
"Libry.cl",libry.cl,0,,Unknown,Chilean domain. No specific retail info found. No brand-owned retail locations found.
"Morro Bay Yarn Shop",morrobayyarn.com,1,787500,General/Crafts,1 location Morro Bay CA. Yarn knitting crochet supplies. 1 × 1500sqft × $525 general × 1.0 = $787,500.
"The Damsel Store",damselstore.com,0,,Apparel,Australian damselstore.com.au packed up. damselstore.com not found. No brand-owned retail.
"A or B Tees",aorbtees.com,0,,Apparel/T-shirts,Online-only. Meme-inspired community-voted t-shirts. No physical retail.
"Strange Cargo",www.strangecargo.com,1,1400000,Apparel,1 location Chicago Andersonville since 1983. Custom t-shirts vintage. 1 × 2000sqft × $700 apparel × 1.0 = $1,400,000.
"Sparc Industries",sparc.industries,1,1050000,Automotive,1 HQ/showroom Tyler TX. Hot rod parts. 1 × 2000sqft × $525 general × 1.0 = $1,050,000.
"Maxwell Leadership",store.maxwellleadership.com,0,,Books/Gear,Online-only. Leadership books courses branded merchandise. No physical retail.
"hddbatteries",hddbatteries.com,0,,Batteries,Online-only. Transmitter batteries for boring equipment. No physical retail.
"Audeze Partners",audeze-partners.myshopify.com,0,,Electronics,Opening soon password-protected. No active retail. No brand-owned stores.
"Ecogenya",ecogenya.com,0,,Wellness/Mushrooms,Online-only. Medicinal mushroom extracts. No physical retail.
"PJs by PJ",pjsbypj.com,0,,Apparel/Pajamas,Online-only. City-themed pajama sets. No physical retail.
"New Level Golf Co",newlevelgolf.com,0,,Golf equipment,DTC golf clubs. Partner fitting locations not brand-owned. No brand-owned retail.
