"June Rings","junerings.com",1,2062500,"Jewelry","1 flagship studio Salt Lake City. Boutique 1500sqft × $1375 jewelry × 1.0 traffic. Engagement/heirloom jewelry. Eligible."
"Sweet Zzz Official","sweetzzzmattress.com",0,,"Mattresses/Bedding","Online-only mattress and natural bedding retailer. No brand-owned retail locations."
"Shopify Plus - Main Store","sokkeclub.myshopify.com",0,,"Custom socks/Apparel","Sokke custom sock brand. Min 100 pairs - B2B/wholesale model. No retail storefronts. Wholesale-only."
"RanchChic","www.ranchchiccorral.com",0,,"Western apparel","Online-only western apparel for women. Made-to-order. No physical retail locations."
"bakedelf","bakedelf.com",0,,"Food/Bakery","Unable to verify - may be bakery. No retail location info found. Treating as online/unknown."
"VITABRID INC.","vitabrid.com",0,,"Skincare","Online-only Vitamin C anti-aging skincare. No brand-owned retail locations."
"Backyard Birds","backyardbirdsbloomfield.com",1,787500,"Bird supplies/General","1 store Bloomfield Hills MI. General 1500sqft × $525 × 1.0. Bird seed feeders houses garden. Eligible."
"SL Medical","www.slmedibeauty.com",0,,"Medical aesthetics","B2B wholesale dermal fillers BTX aesthetic products. Serves clinics/salons. Wholesale-only."
"Earth Family Crystals","earthfamilycrystals.com",0,,"Crystals/Jewelry","Online-only crystal and gemstone retailer since 2012. No physical retail."
"Goodman's Antiques & Estate Jewelry","goodmansantiques.com",2,5500000,"Jewelry/Antiques","2 locations Gloucester Point and Williamsburg VA. 2 × 2000sqft × $1375 jewelry × 1.0. Estate jewelry antiques. Eligible."
"SkidSteerCabs.com","www.skidsteercabs.com",0,,"Equipment/Industrial","Online-only skid steer cab enclosures and equipment. B2B/industrial. No retail."
"wornbyreza","wornbyreza.com",0,,"Apparel","Online apparel. Limited info - similar to House of Reza. No retail locations found."
"Tri City Tool Parts Inc.","tricitytoolparts.com",0,,"Tool parts","Online parts retailer San Marcos CA. Power tool air compressor parts. No physical retail storefront."
"Graphixly","graphixly.com",0,,"Software","Digital software sales - Clip Studio Paint Pixelmash. No physical retail."
