"Buckingham Trading Company",buckinghamtradingco.com,0,,Unknown,"Domain not found in search. May be defunct or different entity. No brand-owned retail locations found."
"ShopYomp",shopyomp.com,0,,Pet products,"Online-only dog toys and pet accessories. No brand-owned retail locations."
"BKLYNCAP",bklyncap.com,3,3150000,Apparel,"3 stores Brooklyn/Bronx. Caps hats sports apparel. 3 × 2000 × $700 × 1.0 traffic."
"Goodies",goodies.la,4,4200000,General,"4 stores LA area (Atwater Venice Santa Monica Costa Mesa). Home goods under $25. 4 × 2000 × $525 × 1.0."
"Jeans Warehouse Hilo",hilo.jeanswarehousehawaii.com,1,1050000,Apparel,"1 store Prince Kuhio Plaza Hilo HI. Value fashion denim. 1 × 2000 × $700 × 0.7 low traffic."
"Cam's Kicks Sneakers",camskicks.com,1,1575000,Apparel,"1 store Immaculate at Concord Mall Wilmington DE. Sneakers apparel. 1 × 1500 × $700 × 1.5 high traffic."
"le d'ARTe",ledarte.net,0,,Art,"Online-only original oil paintings. No brand-owned retail."
"DTF TOWN",www.dtftown.com,0,,DTF printing supplies,"Online-only DTF transfers and supplies. No brand-owned retail."
"Classy Leather Bags",classyleatherbags.com,0,,Leather accessories,"Online-only leather bags. No brand-owned retail."
"ASP Inc.",www.asp-usa.com,0,,Prohibited,"Prohibited: weapons/tactical (batons restraints pepper spray knives). Law enforcement equipment."
"Kegerator Online",www.kegeratoronline.com,0,,Beer equipment,"Online-only draft beer systems and kegerators. No brand-owned retail."
"Altaya Wines",altayawines.com,0,,Wine,"Online wine merchant Hong Kong. No brand-owned retail."
"Ventray USA",ventray.com,0,,Kitchen appliances,"Online-only countertop cooking appliances. No brand-owned retail."
"Space",spaceclub.com,3,3150000,General,"3 stores Brooklyn (Greenpoint Fort Greene DUMBO). Indoor children's playground. 3 × 2000 × $525 × 1.0."
"Showhome Furniture",showhome-furniture.com,1,36750000,Furniture,"1 store Calgary 70000 sqft showroom. 1 × 70000 × $525 × 1.0."
"Guildcraft The Duvet & Pillow Company",www.duvet-pillow.com,1,787500,Bedding,"1 store Guelph ON. Luxury bedding duvets pillows. 1 × 1500 × $525 × 1.0."
"MUTANT",mutantnation.com,0,,Supplements,"Third-party retail only. No brand-owned stores. Supplement brand sold via dealers."
"beshapy-us",beshapy.com,0,,Shapewear,"Online-only shapewear and lingerie. No brand-owned retail."
"onion",www.whitneymero.com,0,,Apparel,"Online-only Whitney Mero/Onion Cut & Sewn fashion. No brand-owned retail."
"Sneaker Buyers",www.sneakerbuyers.com,2,2100000,Apparel,"2 stores Miami Wynwood and Queens NYC. Sneaker buy/sell/consign. 2 × 1500 × $700 × 1.0."
"The Velveteers",thevelveteers.com,0,,Band merchandise,"Online-only band merch. No brand-owned retail."
"Wander & Rove",wanderandroveshop.com,0,,Apparel,"Online-only curated clothing. No brand-owned retail."
"ALLEVEN US",alleven.com,0,,Beauty,"Online/third-party beauty products. No brand-owned retail."
"Dreamline Jewelers",dreamlinejewelers.com,0,,Jewelry,"Online-only fine jewelry. No brand-owned retail."
"Call Her Mama",callhermama.com,0,,Apparel,"Online-only mama-themed hats and apparel. No brand-owned retail."
"Twisted Southern Roots",www.twistedsouthernroots.com,0,,Apparel,"Online-only boutique clothing jewelry. No brand-owned retail."
"Gone Scrappin' In Bloom",gone-scrappin-in-bloom.myshopify.com,1,787500,General,"1 store Rossburn Manitoba. Flowers plants clothing coffee. 1 × 1500 × $525 × 1.0."
"NEXUS",venicemiami.shop,0,,Unknown,"Domain not found in search. May be fashion. No brand-owned retail locations found."
"numerotreboutique",numerotreboutique.com,0,,Unknown,"Domain not found in search. No brand-owned retail locations found."
"Wanderlustre",wanderlustre.com,1,1968750,General,"1 store Brooklyn Court St. Home gifts jewelry. 1 × 1500 × $525 × 1.5 high traffic."
"Ashton Michael",ashtonmichael.com,0,,Apparel,"Online-only celebrity fashion. Showroom by appointment only. No brand-owned retail."
