The Mitre Shop,shop.ves.org,0,,Apparel/merchandise,Online-only VES/Bishops branded apparel and accessories. No brand-owned retail.
Rachelle Kearns Fine Art Shop,www.rachellekearns.com,0,,Fine art prints,Online fine art prints and commissions. Retail shop closed until April 2026.
The Shop@VGH,www.shopvgh.ca,1,1000000,General/hospital gift shop,1 hospital gift shop at Vancouver General Hospital. 1 × 2000sqft × $500 food/general × 1.0 = $1M.
Omniprint,omniprintonline.com,0,,Printing services,Domain not clearly indexed. Multiple Omniprint entities exist; omniprintonline.com appears online-only.
JBL Spearguns,jblspearguns.com,0,,Spearfishing/diving equipment,Online-only spearfishing equipment. Sporting goods not prohibited.
MaisonBlonde,maisonblonde.com,0,,Home decor/furniture,Online-only home decor rugs artwork. Ships to Canada Mexico US. No retail.
SantoLoco Hawaii,hawaii.santoloco.com,1,1400000,Surf/skate apparel,1 store Wahiawa HI. Surf skate apparel. 1 × 2000sqft × $700 apparel × 1.0 = $1.4M.
LIGHT Helmets,lighthelmets.com,0,,Safety helmets,Online-only football helmets and soft shell headgear. No brand-owned retail.
Norma's Snacks,normas.com,0,,Snacks/food,Online-only handcrafted fruit snacks. No physical retail locations.
PEI Museum and Heritage Foundation,peimuseumshop.ca,3,1417500,Museum gifts,3 year-round gift shops (Beaconsfield Eptek Acadian Museum). 3 × 1500sqft × $450 × 0.7 = $1.42M.
FUELL,fuell.com,0,,Electric bikes/motorcycles,Online DTC. Dealer/demo network not brand-owned retail.
Chic-Chac Resort,chic-chac.shop,1,472500,Resort equipment rentals,1 rental shop at Murdochville Quebec resort. 1 × 1500sqft × $450 × 0.7 = $472K.
VERA,vera-te-cafe.myshopify.com,0,,Tea/cafe,Shopify tea cafe store. Online-only. No physical retail found.
Monterey Watch Co.,montereywatches.com,0,,Watches,Online-only NC-based watch brand. No brick-and-mortar.
Color Wheel Toys,color-wheel-toys.myshopify.com,1,675000,Toys,1 store Los Ranchos NM. 1 × 1500sqft × $450 × 1.0 = $675K.
MochaCafe.Org,www.mochacafe.org,1,750000,Food/Cafe,1 cafe Bronx NY. 1 × 1500sqft × $500 food × 1.0 = $750K.
