The Breather,thebreather.com,0,,Respiratory Devices,"Online-only respiratory muscle training devices; no brand-owned retail"
FASTFRAME Fine Art,fastframefineart.com,0,,Art/Prints,"Online art retailer; FastFrame framing franchise has 40+ locations but independently owned; no brand-owned retail for Fine Art"
Espace Blanc de Blancs,espaceblancdeblancs.com,1,$975000,Bridal/Apparel,"1 bridal boutique Quebec by appointment; 1500sqft boutique × $650/sqft apparel × 1.0 traffic"
Stacey Lamothe Art,www.staceylamotheart.com,0,,Jewelry/Art,"Online and sold at Auburn Old Town Gallery (third-party); no brand-owned retail"
Hangout Pod US,hangoutpod.com,0,,Outdoor Furniture,"Online-only hanging pod chairs and stands; no physical retail"
Phaselineco,phaselineco.com,0,,Supplements,"Online supplements; phaselineco.com not clearly identified; no retail found"
fajascolombianaspormayor,fajascolombianaspormayor.com,0,,Shapewear,"WHOLESALE-ONLY; Colombian fajas for resellers; prohibited category"
Recchiuti Confections,www.recchiuti.com,1,$1125000,Chocolate/Food,"1 store Ferry Building San Francisco; 1500sqft × $500/sqft food × 1.5 high traffic"
Bull Steel,www.bullsteel.com,0,,Steel Products,"Website not clearly identified in search; no retail locations found"
Saturday Neon,saturdayneon.com,0,,LED Neon Signs,"Online-only licensed sports LED neon signs; no physical retail"
The Wagyu Window,thewagyuwindow.com,0,,Premium Meat,"Online wagyu retailer with LA delivery; no brand-owned retail store"
AlphaRub,alpharub.com,0,,Pain Relief,"alpharub.com not clearly identified; possibly topical pain relief; no retail found"
Vintry Fine Wines,vintryfinewines.com,1,$1000000,Wine,"1 store 230 Murray St NYC Battery Park City; 2000sqft × $500/sqft × 1.0 traffic"
Bitz & Buttons,bitz-buttons.com,1,$700000,Toys/Collectibles,"1 store Plantation FL; 2000sqft × $500/sqft general × 0.7 low traffic"
Hats Scarves and More,hatsscarvesandmore.com,0,,Headwear,"Online-only headwear for cancer patients; no physical retail"
popofshay,popofshay.com,0,,Apparel,"popofshay.com not clearly identified in search; no retail found"
bunduwellness,bunduwellness.com,0,,Wellness,"bunduwellness.com not clearly identified; no retail found"
Omax Health,omaxhealth.com,0,,Supplements,"Online supplements; carries CBD products (CryoFreeze Hemp CBD); prohibited category"
