Doodlets,754028-3.myshopify.com,0,,Unknown,Online-only Shopify store. No brand-owned retail locations found. Doodlets not clearly identified in search.
The Needle Emporium,www.needleemporium.com,1,787500,Yarn/needlecraft,1 store Ancaster ON. 1500sqft boutique × $525 general × 1.0 traffic = $787.5K.
Case Wine Life,casewinelife.com,3,3000000,Food/Wine,3 locations DC/Northern VA (Springfield Arlington Washington). 3 × 2000sqft × $500 food × 1.0 = $3M.
Ebony & Ivory Candle Co.,www.ebonyandivorycandleco.com,2,1575000,Candles/home,2 locations Lethbridge and Medicine Hat AB. 2 × 1500sqft × $525 general × 1.0 = $1.575M.
Proper,properhealth.com,0,,Supplements,Products at Target Whole Foods etc. No brand-owned retail. DTC + retail distribution only.
Shift Robotics,shiftrobotics.io,0,,Tech/robotic shoes,Online-only. Moonwalkers robotic shoes. No physical retail locations.
digital-guard-dawg,digital-guard-dawg.myshopify.com,0,,Vehicle security,Online-only. Keyless ignition GPS RFID for vehicles. No brand-owned retail.
CrystalMaggie,crystalmaggie.com,0,,Dice/gifts,Online-only. D&D dice and gifts. No physical retail.
VINGLI,vingliwebsite.myshopify.com,0,,Furniture,Online-only. Indoor/outdoor furniture. Sold at Walmart but no brand-owned retail.
Bellezza Watches,bellezzawatches.com,1,1875000,Jewelry,1 boutique Charlotte NC. 1500sqft × $1250 jewelry × 1.0 = $1.875M.
sokkeclub-us,sokkeclub-us.myshopify.com,0,,Socks,Online-only Shopify. No brand-owned retail locations found.
Beauty Elements,beautyelements.us,2,1575000,Beauty supply,2 locations Waco TX and Salisbury MD. 2 × 1500sqft × $525 general × 1.0 = $1.575M.
Techart USA,shop.techart-usa.com,0,,Porsche parts,Online-only. Techart North America Porsche customization. Dealer network no brand retail.
Waxing Poetic,www.waxingpoetic.com,1,1875000,Jewelry,1 flagship Santa Barbara CA. 1500sqft × $1250 jewelry × 1.0 = $1.875M.
The Glow Factor,theglowfactor.com,0,,Skincare,Online-only. No physical retail locations found.
American Kitchen,americankitchen.com,0,,Cookware,Online-only. USA-made cookware. No physical retail.
pre64win.com,pre64win.com,0,,Firearms,PROHIBITED: Pre-1964 Winchester rifles parts restoration. Firearms/weapons.
TILE & MOSAIC DEPOT,tileandmosaicdepot.com,0,,Tile/mosaic,Online-only. Ships from warehouse. No physical retail locations.
Coast to Coast Hockey Shop,coasthockeyshop.com,1,1050000,Sports equipment,1 store Vancouver BC. 2000sqft × $525 general × 1.0 = $1.05M.
Presley Grace Boutique,presleygraceboutique.shop,1,1050000,Apparel,1 store Elizabethtown NC. 1500sqft × $700 apparel × 1.0 = $1.05M.
MLC Athletics,bkf.mlc-wels.edu,1,551250,Apparel/campus,1 campus bookstore Martin Luther College. 1500sqft × $525 × 0.7 low traffic = $551K.
Jeans Warehouse,www.jeanswarehousehawaii.com,2,2800000,Apparel,2 confirmed locations Honolulu (Ala Moana Waiwai). 2 × 2000sqft × $700 apparel × 1.0 = $2.8M.
Domegaia,domegaia.com,0,,Aircrete/construction,Online-only. Aircrete equipment plans workshops. No retail.
Tangent Products,tangent-products.myshopify.com,0,,BMX/cycling,Online-only. Sold through authorized dealers. No brand-owned retail.
North Cobalt Flea Market,ncfm.ca,1,735000,General merchandise,1 store North Cobalt ON. 2000sqft × $525 × 0.7 low traffic rural = $735K.
4 Queen's Boutique,shop4queensboutique.com,1,1050000,Apparel,1 store Mobile AL. 1500sqft × $700 apparel × 1.0 = $1.05M.
Beauty Innovation,www.mybeautyinnovation.com,0,,Nail tech,Online-only. Nail printers and accessories. No physical retail.
Prisma Parfums,prismaparfums.com,0,,Fragrance,Online-only. International shipping. No brand-owned retail.
Cedar & Salt Co.,cedarandsagedavenport.com,2,1575000,General/boho,2 locations Davenport WA and Fort Collins CO. 2 × 1500sqft × $525 × 1.0 = $1.575M.
Crowned Skin,crownedskin.com,0,,Skincare,Online-only. Pheromone skincare. No physical retail.
Woo's Too Boutique,www.woostooboutique.com,1,1050000,Apparel,1 store Gastonia NC. 1500sqft × $700 apparel × 1.0 = $1.05M.
Celsious,celsious.com,0,,Laundry service,Laundry pickup/delivery service NYC. Not product retail. No retail locations.
Hypnotic Dog,hypnoticdog.co,0,,Pet accessories,Online-only. Handmade dog collars. Etsy + website. No physical retail.
andafterthat,andafterthat.net,0,,Unknown,No retail locations found. Website not clearly identified in search.
Abeja Inn and Vineyards,shopinnatabeja.net,1,750000,Food/Wine,1 tasting room/shop Walla Walla WA. 1500sqft × $500 food × 1.0 = $750K.
Camp High,camphigh.com,1,1050000,Apparel,1 store Camp High Shop Palisades. 1500sqft × $700 apparel × 1.0 = $1.05M.
Island Goat,islandgoat.com,0,,Apparel,Online-only. Sun shirts graphic tees. No physical retail.
Truman Vodka,trumanspirits.com,0,,Spirits,Online + retail distribution. No brand-owned retail locations.
Avelina Cosmetics,avelinacosmetics.mx,0,,Cosmetics,Online-only Mexico. No physical retail locations.
Lace and Grace Boutique,laceandgraceboutiqueoh.com,1,1050000,Apparel,1 store West Union OH. 1500sqft × $700 apparel × 1.0 = $1.05M.
Supplynow Limited,www.supplynow.ca,1,735000,Industrial safety/PPE,1 location Whitby ON for pickup. 2000sqft × $525 × 0.7 B2B = $735K.
Aporia Customs,aporiacustoms.com,0,,Custom apparel,Online-only. Custom hats hoodies. No physical retail.
DentalMedPPE,dentalmedppe.com,0,,Dental/medical,Online-only. Dental handpieces medical supplies. B2B focus. No retail.
WAR Chest Boutique,warchestboutique.com,1,1875000,Jewelry/accessories,1 store Wyoming MI. 1500sqft × $1250 jewelry × 1.0 = $1.875M.
Bayou Belle Boutique,www.bayoubelleboutique.com,3,3150000,Apparel,3 locations Louisiana (Baton Rouge Denham Springs x2). 3 × 1500sqft × $700 apparel × 1.0 = $3.15M.
Pool Store Canada,www.poolstorecanada.ca,0,,Pool supplies,Online-only. Pool and hot tub supplies. No physical retail.
Reina Scrubs,reinascrubs.us,0,,Medical scrubs,Online distributor. No brand-owned retail.
OKS GEAR,www.oksgear.com,0,,Gaming merchandise,Online-only. Licensed video game merch. No physical retail.
Oushak Chic,oushakchic.com,0,,Rugs,Online-only. Vintage Oushak rugs. No physical retail.
Whimsies,whimsies.shop,0,,Apparel,Online-only. Vegas/Denver showrooms are B2B wholesale not retail.
